     1	1.96864523486e-09
     2	1.96390504121e-09
     3	1.9591306972e-09
     4	1.95432197985e-09
     5	1.94902755425e-09
     6	1.94448101721e-09
     7	1.94014978488e-09
     8	1.93578836027e-09
     9	1.93139670809e-09
    10	1.92697428153e-09
    11	1.92252061397e-09
    12	1.91816626668e-09
    13	1.9139981568e-09
    14	1.9098016616e-09
    15	1.90557585232e-09
    16	1.90132136076e-09
    17	1.89703703322e-09
    18	1.89282020917e-09
    19	1.88881930906e-09
    20	1.88457386289e-09
    21	1.88014340621e-09
    22	1.97401110482e-09
    23	1.96928986356e-09
    24	1.96453342331e-09
    25	1.95974380648e-09
    26	1.95491866979e-09
    27	1.949790785e-09
    28	1.94532644707e-09
    29	1.94098096523e-09
    30	1.93660516308e-09
    31	1.9321984242e-09
    32	1.92776198638e-09
    33	1.9232942447e-09
    34	1.91902055267e-09
    35	1.91483857428e-09
    36	1.91062760117e-09
    37	1.90638810457e-09
    38	1.90212000745e-09
    39	1.89782187886e-09
    40	1.89368530283e-09
    41	1.88952749943e-09
    42	1.88511415404e-09
    43	1.97951672642e-09
    44	1.97467154172e-09
    45	1.96993351767e-09
    46	1.96516183493e-09
    47	1.9603560777e-09
    48	1.95551639421e-09
    49	1.95055490738e-09
    50	1.94617091926e-09
    51	1.94181091516e-09
    52	1.93742072536e-09
    53	1.93300029043e-09
    54	1.92854908151e-09
    55	1.9240668004e-09
    56	1.91987384397e-09
    57	1.91567815231e-09
    58	1.90966382464e-09
    59	1.90531675225e-09
    60	1.90094039455e-09
    61	1.89860689176e-09
    62	1.89448034918e-09
    63	1.89008240757e-09
    64	1.98513563973e-09
    65	1.98009652191e-09
    66	1.97431029384e-09
    67	1.96977583247e-09
    68	1.96520997714e-09
    69	1.96061194056e-09
    70	1.95598096473e-09
    71	1.95136027738e-09
    72	1.94701617452e-09
    73	1.94264111837e-09
    74	1.938236231e-09
    75	1.93380161093e-09
    76	1.92933590842e-09
    77	1.92490849852e-09
    78	1.92072705793e-09
    79	1.91651704254e-09
    80	1.91227941805e-09
    81	1.90801213773e-09
    82	1.90371631613e-09
    83	1.89942877057e-09
    84	1.8950486474e-09
    85	1.99074998176e-09
    86	1.98573084542e-09
    87	1.98072772626e-09
    88	1.97599268351e-09
    89	1.97122231691e-09
    90	1.96641946331e-09
    91	1.961582424e-09
    92	1.95676024479e-09
    93	1.95221985945e-09
    94	1.947860406e-09
    95	1.94347102664e-09
    96	1.93905176193e-09
    97	1.93460285084e-09
    98	1.93012271668e-09
    99	1.92577533775e-09
   100	1.92157942162e-09
   101	1.91735654903e-09
   102	1.91310423188e-09
   103	1.90882335732e-09
   104	1.90451469625e-09
   105	1.90001387117e-09
   106	1.99636211895e-09
   107	1.99136260719e-09
   108	1.98632747551e-09
   109	1.98140422903e-09
   110	1.97665273324e-09
   111	1.9718676807e-09
   112	1.967048145e-09
   113	1.96219548146e-09
   114	1.95753862674e-09
   115	1.95307840277e-09
   116	1.94870446414e-09
   117	1.9443009248e-09
   118	1.93986691796e-09
   119	1.93540308696e-09
   120	1.93090879092e-09
   121	1.92664117257e-09
   122	1.92243249483e-09
   123	1.91819495879e-09
   124	1.91392959928e-09
   125	1.9096354488e-09
   126	1.90509390129e-09
   127	2.00197107933e-09
   128	1.99699133935e-09
   129	1.99197489948e-09
   130	1.98692343529e-09
   131	1.98208007037e-09
   132	1.97731281674e-09
   133	1.97251158423e-09
   134	1.96767782047e-09
   135	1.96280870004e-09
   136	1.95831701144e-09
   137	1.95393593835e-09
   138	1.94954794235e-09
   139	1.94513028789e-09
   140	1.940682287e-09
   141	1.93620435598e-09
   142	1.93170229522e-09
   143	1.92750695658e-09
   144	1.92328375985e-09
   145	1.91903338203e-09
   146	1.91475422566e-09
   147	1.91029956003e-09
   148	2.00757755315e-09
   149	2.00261662869e-09
   150	1.99762019218e-09
   151	1.99258843055e-09
   152	1.98751979123e-09
   153	1.98275623935e-09
   154	1.97797281004e-09
   155	1.97315646575e-09
   156	1.96830682118e-09
   157	1.96342241353e-09
   158	1.95916673677e-09
   159	1.95479362902e-09
   160	1.95039146727e-09
   161	1.9459591692e-09
   162	1.94149701452e-09
   163	1.93700466457e-09
   164	1.93258063268e-09
   165	1.92837259803e-09
   166	1.92413625572e-09
   167	1.91987090565e-09
   168	1.915503938e-09
   169	2.01318238878e-09
   170	2.00823961481e-09
   171	2.0032621651e-09
   172	1.99824904e-09
   173	1.99320123724e-09
   174	1.98819735376e-09
   175	1.98343163728e-09
   176	1.97863294027e-09
   177	1.97380069299e-09
   178	1.96893523882e-09
   179	1.96403548732e-09
   180	1.96003860546e-09
   181	1.95565133229e-09
   182	1.9512344132e-09
   183	1.94678768098e-09
   184	1.94231146385e-09
   185	1.93780519384e-09
   186	1.93345991723e-09
   187	1.92923758717e-09
   188	1.92498780432e-09
   189	1.92070473154e-09
   190	2.01879999977e-09
   191	2.01386082272e-09
   192	2.00890204948e-09
   193	2.00390739324e-09
   194	1.99887832276e-09
   195	1.99381349903e-09
   196	1.98888850741e-09
   197	1.98410735833e-09
   198	1.97929341695e-09
   199	1.97444589072e-09
   200	1.96956439141e-09
   201	1.96464915366e-09
   202	1.96091042885e-09
   203	1.95650813688e-09
   204	1.95207723913e-09
   205	1.94761650539e-09
   206	1.94312600843e-09
   207	1.93860501298e-09
   208	1.93433839623e-09
   209	1.93010189807e-09
   210	1.92583853247e-09
   211	2.02461377975e-09
   212	2.01947917316e-09
   213	2.01453852117e-09
   214	2.00956378264e-09
   215	2.00514609185e-09
   216	1.99950789899e-09
   217	1.99442739239e-09
   218	1.98958014793e-09
   219	1.98478350341e-09
   220	1.97995324429e-09
   221	1.97509048541e-09
   222	1.97019356191e-09
   223	1.96526816284e-09
   224	1.96178133725e-09
   225	1.95736539124e-09
   226	1.9529200684e-09
   227	1.94844499831e-09
   228	1.94393992971e-09
   229	1.93943843045e-09
   230	1.93521609324e-09
   231	1.93096697664e-09
   232	2.0304721709e-09
   233	2.02523038006e-09
   234	2.02017345815e-09
   235	2.01521699128e-09
   236	2.01022541406e-09
   237	2.00519903691e-09
   238	2.00013710291e-09
   239	1.99505184105e-09
   240	1.99109390558e-09
   241	1.98545944607e-09
   242	1.98061416374e-09
   243	1.97573531249e-09
   244	1.970823303e-09
   245	1.9659746365e-09
   246	1.96265252909e-09
   247	1.95861114417e-09
   248	1.95376224646e-09
   249	1.94927280834e-09
   250	1.94475402022e-09
   251	1.94032946055e-09
   252	1.93609363079e-09
