     1  1.96902109796e-09
     2	1.96426995565e-09
     3	1.95949209332e-09
     4	1.95469492742e-09
     5	1.95064325761e-09
     6	1.94611032782e-09
     7	1.94155591104e-09
     8	1.93698296591e-09
     9	1.93239464455e-09
    10	1.92945340593e-09
    11	1.92486616741e-09
    12	1.92025394009e-09
    13	1.91539360543e-09
    14	1.91112892247e-09
    15	1.90734499336e-09
    16	1.90283249562e-09
    17	1.89863772882e-09
    18	1.89441090496e-09
    19	1.89039479911e-09
    20	1.88607131113e-09
    21	1.88054973585e-09
    22	1.97443912798e-09
    23	1.97067796214e-09
    24	1.96601647973e-09
    25	1.9613333104e-09
    26	1.95663157117e-09
    27	1.9519095581e-09
    28	1.94717462506e-09
    29	1.94423083822e-09
    30	1.93973220747e-09
    31	1.93519017859e-09
    32	1.93028087052e-09
    33	1.92501291972e-09
    34	1.92060430227e-09
    35	1.91616236881e-09
    36	1.91200939289e-09
    37	1.90785910003e-09
    38	1.90367741641e-09
    39	1.89812860577e-09
    40	1.89460954548e-09
    41	1.89093003597e-09
    42	1.88734537342e-09
    43	1.98157464946e-09
    44	1.97772228548e-09
    45	1.972727754e-09
    46	1.96768439869e-09
    47	1.96259093008e-09
    48	1.95744887718e-09
    49	1.95225593715e-09
    50	1.94701321581e-09
    51	1.94171952546e-09
    52	1.93748675493e-09
    53	1.93535737018e-09
    54	1.93081478097e-09
    55	1.92628763222e-09
    56	1.92145153162e-09
    57	1.91702638582e-09
    58	1.91252612341e-09
    59	1.90871936817e-09
    60	1.90451976299e-09
    61	1.90028881985e-09
    62	1.89599826692e-09
    63	1.89006473545e-09
    64	1.98750415257e-09
    65	1.98217075415e-09
    66	1.97786460871e-09
    67	1.97319907468e-09
    68	1.96812626469e-09
    69	1.96252461603e-09
    70	1.95783301256e-09
    71	1.95261101782e-09
    72	1.94733891654e-09
    73	1.94245823947e-09
    74	1.9382612251e-09
    75	1.93431233811e-09
    76	1.93103441892e-09
    77	1.92662224403e-09
    78	1.92217571888e-09
    79	1.91790062162e-09
    80	1.91456199079e-09
    81	1.91030571927e-09
